feature,p0,n0,a0,a1,a2,a3,a4,a5,a6,a7,rms_dex
x_ts,5.0,-21.5,-0.32176522178398526,-0.0163856088533468,-0.05384972952239993,0.09730344059874822,0.02760023784965373,-0.015713053889623997,-0.0618035240487373,0.05157812726297585,0.02166371098178121
y_pre,5.0,-21.5,-5.302228570491197,-0.6480412715363275,-0.8957305784313127,-0.25570927086277057,1.6460168441895624,0.2895451804586047,-0.17233338698118256,0.2795096134811846,0.230384436064273
x_inflect,5.0,-21.5,0.16096330278139395,-0.05177764616095462,-7.106910559913087e-17,0.054565636576897406,0.0227198275641668,-0.002908267797519203,-0.08321313055187235,0.03653643441809854,0.010723898762978116
x_final_rise,5.0,-21.5,0.9424598767355634,0.20315711537196807,-0.052138030327223625,0.09158249502791874,-0.041298019269898165,-0.025259333375612713,-0.0456803428972236,0.02691894034306188,0.008945744233160047
y_flat_min,5.0,-21.5,-4.5433484880618735,0.7860875652092408,-0.8820240966757898,-0.24949079499312474,0.23530604922609738,0.08864585164263035,0.1031430499918557,-0.03950609589549128,0.02513261178625564
x_peak_wall,5.0,-21.5,1.1929556622369752,0.2735680835627045,-0.06623899279461212,0.10251302862407158,-0.0434851547947915,-0.0029192413300733254,-0.174643985109513,0.06949965015167232,0.09342625921878972
y_peak_wall,5.0,-21.5,0.01303347490537081,-0.10980435336504148,0.06510874878018821,-0.12676763922093914,0.09242663500310765,0.03853531333104432,0.051205154124474433,-0.025326417334655085,0.010035191773470974
width_peak_wall_dex,5.0,-21.5,-0.30317069652073464,0.0473629902941615,-0.18794558509878415,0.11445333746727432,-0.4354106077306587,-0.12475087067252037,-0.11903463767472605,0.23294435708924363,0.09229608364908867
