Time,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Wave,WaveLower,WaveUpper,WaveUnits,Filter,CalGroup,HostGroup,SlopGroup,Include
160.1079,s,3.55e-09,6.4e-10,6.4e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
160.9782,s,3.84e-09,6.96e-10,6.96e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
161.923,s,3.99e-09,7.12e-10,7.12e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
162.8489,s,3.56e-09,6.49e-10,6.49e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
163.762,s,3.4e-09,6.21e-10,6.21e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
164.954,s,3.41e-09,6.12e-10,6.12e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
165.922,s,3.5e-09,6.45e-10,6.45e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
167.018,s,3.28e-09,6.1e-10,6.1e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
168.126,s,3.36e-09,6.16e-10,6.16e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
169.0,s,3.37e-09,6.15e-10,6.15e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
169.9534,s,4.47e-09,8.16e-10,8.16e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
170.7719,s,4.05e-09,7.46e-10,7.46e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
171.7751,s,3.65e-09,6.68e-10,6.68e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
172.788,s,3.06e-09,5.65e-10,5.65e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
173.834,s,3.48e-09,6.36e-10,6.36e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
174.8117,s,3.69e-09,6.76e-10,6.76e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
175.8638,s,3.81e-09,7.04e-10,7.04e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
176.85,s,3.12e-09,5.8e-10,5.8e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
178.008,s,3.11e-09,5.7e-10,5.7e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
179.0571,s,3.72e-09,6.88e-10,6.88e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
180.453,s,2.33e-09,4.35e-10,4.35e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
181.724,s,3.49e-09,6.4e-10,6.4e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
182.849,s,3.33e-09,6.09e-10,6.09e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
183.7689,s,4.16e-09,7.62e-10,7.62e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
184.815,s,3.21e-09,5.87e-10,5.87e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
186.074,s,3.35e-09,6.12e-10,6.12e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
187.135,s,3.04e-09,5.65e-10,5.65e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
188.344,s,2.83e-09,5.21e-10,5.21e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
189.612,s,3.22e-09,6e-10,6e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
190.94,s,2.79e-09,5.22e-10,5.22e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
192.202,s,2.51e-09,4.63e-10,4.63e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
193.772,s,2.97e-09,5.58e-10,5.58e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
195.114,s,2.41e-09,4.51e-10,4.51e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
196.369,s,3.2e-09,6.05e-10,6.05e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
197.646,s,3.04e-09,5.9e-10,5.9e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
198.762,s,3.26e-09,6.17e-10,6.17e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
199.946,s,3.16e-09,6.02e-10,6.02e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
201.125,s,3.39e-09,6.43e-10,6.43e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
202.403,s,2.99e-09,5.64e-10,5.64e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
203.699,s,3.07e-09,5.85e-10,5.85e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
205.2,s,2.25e-09,4.2e-10,4.2e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
206.698,s,2.77e-09,5.16e-10,5.16e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
208.024,s,2.55e-09,4.83e-10,4.83e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
209.573,s,2.39e-09,4.55e-10,4.55e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
211.182,s,2.27e-09,4.34e-10,4.34e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
212.761,s,2.56e-09,4.84e-10,4.84e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
214.201,s,2.63e-09,4.96e-10,4.96e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
215.826,s,2.02e-09,3.84e-10,3.84e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
217.392,s,2.33e-09,4.47e-10,4.47e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
219.035,s,2.53e-09,4.7e-10,4.7e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
220.566,s,2.57e-09,4.78e-10,4.78e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
222.076,s,2.27e-09,4.24e-10,4.24e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
223.691,s,2.14e-09,4.02e-10,4.02e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
225.51,s,2.47e-09,4.69e-10,4.69e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
227.037,s,2.37e-09,4.43e-10,4.43e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
228.568,s,2.47e-09,4.68e-10,4.68e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
230.391,s,1.73e-09,3.32e-10,3.32e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
232.313,s,2.58e-09,4.95e-10,4.95e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
234.109,s,1.89e-09,3.67e-10,3.67e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
235.758,s,2.22e-09,4.23e-10,4.23e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
237.483,s,2.37e-09,4.68e-10,4.68e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
239.148,s,2.23e-09,4.31e-10,4.31e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
241.031,s,2.08e-09,3.95e-10,3.95e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
243.107,s,1.71e-09,3.23e-10,3.23e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
245.134,s,1.99e-09,3.75e-10,3.75e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
247.071,s,1.79e-09,3.39e-10,3.39e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,0
249.037,s,1.77e-09,3.5e-10,3.5e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
250.884,s,2.19e-09,4.31e-10,4.31e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
252.581,s,2.51e-09,4.78e-10,4.78e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
254.551,s,1.8e-09,3.44e-10,3.44e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
256.809,s,1.54e-09,2.96e-10,2.96e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
258.848,s,2.11e-09,3.99e-10,3.99e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
260.784,s,1.8e-09,3.53e-10,3.53e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
263.04,s,1.78e-09,3.45e-10,3.45e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
265.133,s,1.66e-09,3.17e-10,3.17e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
267.095,s,2.42e-09,4.78e-10,4.78e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
268.783,s,2.17e-09,4.12e-10,4.12e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
271.06,s,1.48e-09,2.83e-10,2.83e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
273.021,s,2.62e-09,4.9e-10,4.9e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
274.888,s,1.99e-09,3.77e-10,3.77e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
276.464,s,2.53e-09,4.8e-10,4.8e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
278.622,s,1.48e-09,2.81e-10,2.81e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
281.006,s,1.84e-09,3.59e-10,3.59e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
282.906,s,1.95e-09,3.7e-10,3.7e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
284.505,s,2.76e-09,5.17e-10,5.17e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
286.412,s,1.86e-09,3.48e-10,3.48e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
288.298,s,2.01e-09,3.83e-10,3.83e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
290.364,s,1.97e-09,3.76e-10,3.76e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
292.477,s,1.66e-09,3.17e-10,3.17e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
294.208,s,3.38e-09,6.34e-10,6.34e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
295.733,s,1.86e-09,3.57e-10,3.57e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
297.843,s,1.86e-09,3.7e-10,3.7e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
299.724,s,2.15e-09,4.08e-10,4.08e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
302.139,s,1.32e-09,2.6e-10,2.6e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
304.392,s,2.1e-09,3.96e-10,3.96e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
306.606,s,1.5e-09,2.88e-10,2.88e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
308.847,s,1.88e-09,3.55e-10,3.55e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
310.984,s,1.33e-09,2.52e-10,2.52e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
314.012,s,1.25e-09,2.34e-10,2.34e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
316.756,s,1.64e-09,3.11e-10,3.11e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
319.086,s,1.51e-09,2.85e-10,2.85e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
321.196,s,1.99e-09,3.81e-10,3.81e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
323.157,s,1.82e-09,3.51e-10,3.51e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
325.35,s,1.34e-09,2.55e-10,2.55e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
328.219,s,1.9e-09,3.56e-10,3.56e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
329.822,s,2.11e-09,3.9e-10,3.9e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
332.078,s,1.58e-09,2.97e-10,2.97e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
334.41,s,1.47e-09,2.84e-10,2.84e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
336.725,s,1.92e-09,3.63e-10,3.63e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
339.056,s,1.39e-09,2.74e-10,2.74e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
341.411,s,1.83e-09,3.52e-10,3.52e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
343.758,s,1.47e-09,2.88e-10,2.88e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
346.336,s,1.46e-09,2.82e-10,2.82e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
349.044,s,1.35e-09,2.56e-10,2.56e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
351.887,s,1.54e-09,2.91e-10,2.91e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
354.564,s,1.3e-09,2.56e-10,2.56e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
357.186,s,1.54e-09,2.95e-10,2.95e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
359.995,s,1.37e-09,2.59e-10,2.59e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
362.322,s,1.79e-09,3.4e-10,3.4e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
364.67,s,1.48e-09,2.75e-10,2.75e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
366.984,s,1.77e-09,3.32e-10,3.32e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
368.665,s,2.3e-09,4.24e-10,4.24e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
371.141,s,1.39e-09,2.6e-10,2.6e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
373.398,s,1.99e-09,3.75e-10,3.75e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
375.42,s,1.64e-09,3.09e-10,3.09e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
377.891,s,1.35e-09,2.65e-10,2.65e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
380.836,s,1.41e-09,2.66e-10,2.66e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
383.508,s,1.22e-09,2.4e-10,2.4e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
386.048,s,1.81e-09,3.4e-10,3.4e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
388.815,s,1.21e-09,2.31e-10,2.31e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
391.449,s,1.49e-09,2.82e-10,2.82e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
394.191,s,1.26e-09,2.4e-10,2.4e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
397.26,s,1.54e-09,2.95e-10,2.95e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
399.45,s,1.44e-09,2.8e-10,2.8e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
401.824,s,1.47e-09,2.76e-10,2.76e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
404.364,s,1.77e-09,3.43e-10,3.43e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
406.675,s,1.52e-09,2.91e-10,2.91e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
409.832,s,1.08e-09,2.04e-10,2.04e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
412.865,s,1.43e-09,2.77e-10,2.77e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
415.514,s,1.31e-09,2.48e-10,2.48e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
418.317,s,1.46e-09,2.78e-10,2.78e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
421.06,s,1.53e-09,2.88e-10,2.88e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
423.742,s,1.29e-09,2.43e-10,2.43e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
426.479,s,1.42e-09,2.63e-10,2.63e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
428.873,s,1.82e-09,3.39e-10,3.39e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
431.105,s,1.33e-09,2.52e-10,2.52e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
434.308,s,1.22e-09,2.37e-10,2.37e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
437.286,s,1.31e-09,2.55e-10,2.55e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
440.187,s,1.4e-09,2.67e-10,2.67e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
443.228,s,1.24e-09,2.36e-10,2.36e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
445.946,s,1.45e-09,2.77e-10,2.77e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
448.792,s,1.19e-09,2.27e-10,2.27e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
451.267,s,2e-09,3.75e-10,3.75e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
453.716,s,1.25e-09,2.35e-10,2.35e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
456.736,s,1.17e-09,2.32e-10,2.32e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
459.822,s,1.3e-09,2.51e-10,2.51e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
462.436,s,1.53e-09,2.9e-10,2.9e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
465.164,s,1.36e-09,2.61e-10,2.61e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
468.039,s,1.13e-09,2.2e-10,2.2e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
470.883,s,1.23e-09,2.31e-10,2.31e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
474.274,s,1.2e-09,2.23e-10,2.23e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
476.796,s,1.61e-09,3.01e-10,3.01e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
479.45,s,1.45e-09,2.75e-10,2.75e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
482.021,s,1.55e-09,2.92e-10,2.92e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
484.771,s,1.26e-09,2.44e-10,2.44e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
487.612,s,1.42e-09,2.69e-10,2.69e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
490.556,s,1.05e-09,2.07e-10,2.07e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
493.755,s,1.78e-09,3.4e-10,3.4e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
496.301,s,1.19e-09,2.24e-10,2.24e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
499.344,s,1.31e-09,2.45e-10,2.45e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
501.839,s,1.7e-09,3.22e-10,3.22e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
504.651,s,1.13e-09,2.14e-10,2.14e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
507.753,s,1.24e-09,2.38e-10,2.38e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
510.63,s,1.45e-09,2.78e-10,2.78e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
513.26,s,1.43e-09,2.66e-10,2.66e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
515.648,s,1.65e-09,3.11e-10,3.11e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
517.943,s,1.54e-09,2.93e-10,2.93e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
520.506,s,1.31e-09,2.5e-10,2.5e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
523.901,s,1.11e-09,2.09e-10,2.09e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
527.28,s,1.04e-09,1.97e-10,1.97e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
